category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
미반,도시락,23318,48,4827,28246.5,18078,3578,1181,363,113,19.792,21.8,588.4688
면,용기면,16068,113,3624,21726.0,10784,3764,1035,389,94,34.9036,38.5108,192.2655
양주와인,와인,15901,272,3445,18129.5,13934,1019,136,693,114,7.313,12.2865,66.6526
양주와인,양주,12648,248,3669,13519.0,11574,295,37,609,125,2.5488,7.8106,54.5121
디저트,젤리,10625,21,3381,13255.0,8631,1413,226,321,32,16.3712,20.0904,631.1905
빵,간식빵,9872,93,2159,12689.5,6684,1902,636,528,121,28.456,36.3555,136.4462
조리빵,샌드위치,9379,38,1725,11589.5,6634,1723,699,268,52,25.9723,30.0121,304.9868
과자,스낵류,8491,170,1956,11259.0,5305,2066,770,291,57,38.9444,44.4298,66.2294
면,봉지면,7530,40,1000,9539.0,4774,1809,823,95,29,37.8928,39.8827,238.475
,,7342,16,3026,8943.5,6368,779,10,139,35,12.233,14.4158,558.9688
미반,삼각김밥,6626,26,1487,8523.5,4061,1647,727,146,44,40.5565,44.1517,327.8269
디저트,냉동디저트,6596,4,1885,7900.0,4961,971,392,229,41,19.5727,24.1887,1975.0
미반,김밥,6238,39,1479,7779.5,4387,1168,447,190,45,26.6241,30.9551,199.4744
미디어 상품,음반,6008,2,1984,7740.5,4923,835,11,180,44,16.9612,20.6175,3870.25
과자,비스킷류,5839,149,1653,7436.0,3789,1236,530,251,33,32.6207,39.2452,49.906
아이스크림,고급,5840,58,3592,6500.0,5246,342,74,155,13,6.5193,9.4739,112.069
과자,초콜릿,4752,113,1560,5822.0,3436,783,294,189,48,22.7881,28.2887,51.5221
음료,탄산음료,4318,89,1284,5796.0,2642,1128,422,106,20,42.6949,46.707,65.1236
양주와인,하이볼,4447,26,1167,5510.5,3486,542,107,272,39,15.5479,23.3505,211.9423
디저트,냉장베이커리,3766,32,1578,4433.0,2970,450,166,152,26,15.1515,20.2694,138.5312
아이스크림,노벨티,3163,101,857,3975.0,2112,601,264,170,16,28.4564,36.5057,39.3564
과자,캔디류,2717,159,822,3584.5,1822,580,190,112,12,31.8332,37.9802,22.544
미반,초밥류,3014,17,1273,3570.0,2389,393,131,78,23,16.4504,19.7154,210.0
유음료,가공우유,2488,57,896,3207.0,1596,568,238,77,9,35.589,40.4135,56.2632
조리빵,햄버거,2613,30,712,3203.5,1846,479,206,67,10,25.948,29.5775,106.7833
가공식품,가공미반류,2235,72,728,2904.0,1532,452,147,89,15,29.5039,35.3133,40.3333
냉장,냉장간식,2034,87,641,2568.0,1338,414,163,90,29,30.9417,37.6682,29.5172
미반,푸드 간편식,1891,22,678,2192.0,1560,192,69,65,5,12.3077,16.4744,99.6364
맥주,국산맥주,1760,37,821,2079.0,1493,175,33,50,7,11.7214,15.0703,56.1892
서비스 상품,기타,1787,3,950,2056.0,1632,132,4,16,1,8.0882,9.0686,685.3333
즉석 식품,즉석치킨(삭제예정),1342,17,337,1820.0,926,305,76,30,5,32.9374,36.1771,107.0588
유음료,흰우유,1283,10,345,1796.0,772,359,109,33,10,46.5026,50.7772,179.6
맥주,수입맥주,1394,117,610,1620.5,1148,135,37,59,14,11.7596,16.899,13.8504
음료,커피음료,1152,51,341,1618.0,700,314,95,38,5,44.8571,50.2857,31.7255
냉장,냉장간편식,1200,56,507,1452.5,899,160,48,71,21,17.7976,25.6952,25.9375
음료,기능성드링크,1053,53,415,1420.0,679,269,89,13,3,39.6171,41.5317,26.7925
유음료,요구르트,1107,36,391,1407.0,767,200,73,60,7,26.0756,33.8983,39.0833
과자,젤리류,1102,110,420,1406.0,756,213,75,48,10,28.1746,34.5238,12.7818
유음료,컵커피,1074,39,322,1388.5,741,235,82,13,2,31.7139,33.4683,35.6026
음료,차음료,1032,61,353,1373.0,639,233,89,65,6,36.4632,46.6354,22.5082
기타,판촉물,1002,6,514,1352.0,807,173,5,16,1,21.4374,23.4201,225.3333
서비스 상품,일반서비스,965,17,568,1100.0,812,84,22,35,12,10.3448,14.6552,64.7059
음료,스포츠음료,761,21,253,1073.0,470,210,61,18,2,44.6809,48.5106,51.0952
음료,주스,798,57,298,1035.0,514,172,67,39,6,33.463,41.0506,18.1579
즉석 식품,즉석치킨,682,23,194,918.0,411,178,68,22,3,43.309,48.6618,39.913
전통주,소주,638,33,320,777.0,514,69,15,36,2,13.4241,20.428,23.5455
담배,전자담배,691,8,204,774.0,626,42,1,15,7,6.7093,9.1054,96.75
즉석음료,세븐카페,570,2,296,771.0,440,110,10,7,3,25.0,26.5909,385.5
음료,생수,568,19,214,765.0,358,149,54,7,0,41.6201,43.5754,40.2632
전통주,기타전통주,637,100,334,698.0,550,37,9,28,11,6.7273,11.8182,6.98
유음료,두유,528,17,179,693.0,341,122,46,17,2,35.7771,40.7625,40.7647
유음료,프로틴 음료,455,27,120,602.0,324,85,23,23,0,26.2346,33.3333,22.2963
신선,과일,443,26,153,560.0,299,84,27,23,10,28.0936,35.786,21.5385
신선,수축산/계란,425,10,129,526.0,296,86,38,5,0,29.0541,30.7432,52.6
신선,야채,397,32,135,516.0,258,79,20,27,13,30.6202,41.0853,16.125
즉석음료,얼음,325,15,113,495.0,195,103,19,6,2,52.8205,55.8974,33.0
유음료,냉장주스,383,28,150,491.0,253,83,31,12,4,32.8063,37.5494,17.5357
안주,생선류,357,15,128,464.0,221,85,36,13,2,38.4615,44.3439,30.9333
과자,프로틴/시리얼,351,26,132,458.0,248,67,19,15,2,27.0161,33.0645,17.6154
가공식품,상온간편식,383,44,197,454.0,300,51,21,11,0,17.0,20.6667,10.3182
빵,구움과자,370,20,160,445.5,236,75,40,14,4,31.7797,37.7119,22.275
문구/완구,일반완구,372,39,169,438.0,307,16,0,44,5,5.2117,19.544,11.2308
유음료,기능성우유,343,11,125,435.0,235,65,23,16,4,27.6596,34.4681,39.5455
과자,껌,315,33,97,415.0,196,80,31,6,2,40.8163,43.8776,12.5758
위생용품,생리대,336,47,126,392.0,271,42,14,6,3,15.4982,17.7122,8.3404
냉동,냉동간편식,323,7,152,391.5,246,35,5,27,9,14.2276,25.2033,55.9286
냉동,냉동만두,278,9,113,355.0,186,57,18,11,6,30.6452,36.5591,39.4444
위생용품,티슈,259,21,124,340.0,183,50,13,11,2,27.3224,33.3333,16.1905
건강/기호식품,숙취해소제,238,14,92,313.0,163,48,15,11,1,29.4479,36.1963,22.3571
냉동,조리냉동,243,17,84,302.0,172,42,15,11,3,24.4186,30.814,17.7647
음료,전통음료,211,18,85,300.0,135,52,12,11,1,38.5185,46.6667,16.6667
패션잡화,시즌/소품,262,37,117,294.5,202,22,10,21,6,10.8911,21.2871,7.9595
즉석음료,파우치,214,37,82,276.0,134,45,18,14,3,33.5821,44.0299,7.4595
건강/기호식품,커피,222,18,67,262.0,162,37,16,4,3,22.8395,25.3086,14.5556
약품/의료품,의약외품,199,40,74,261.0,143,39,9,6,2,27.2727,31.4685,6.525
전통주,막걸리,217,18,77,245.0,183,21,9,4,0,11.4754,13.6612,13.6111
간식,냉장피자,198,15,88,242.0,145,30,9,10,4,20.6897,27.5862,16.1333
안주,오징어,157,26,53,225.0,102,34,5,14,2,33.3333,47.0588,8.6538
안주,스낵안주,190,16,93,216.0,152,18,8,10,2,11.8421,18.4211,13.5
즉석 식품,즉석간식,166,7,77,213.0,128,30,7,1,0,23.4375,24.2188,30.4286
건강/기호식품,건강/이너뷰티,174,14,84,206.0,137,25,10,2,0,18.2482,19.708,14.7143
가정용품,세제류,161,26,68,205.0,125,26,5,4,1,20.8,24.0,7.8846
냉장,냉장안주,168,27,52,204.0,122,26,10,8,2,21.3115,27.8689,7.5556
조미료/건물,건해산물,132,7,58,188.0,89,28,4,10,1,31.4607,42.6966,26.8571
유음료,유제품,141,9,54,179.0,90,32,14,4,1,35.5556,40.0,19.8889
빵,식빵,140,3,47,176.0,104,24,7,4,1,23.0769,26.9231,58.6667
미반,샐러드 ,145,7,58,172.5,106,14,4,16,4,13.2075,28.3019,24.6429
안주,너트류,127,29,59,170.0,89,17,4,17,0,19.1011,38.2022,5.8621
가공식품,캔,104,21,45,143.0,70,23,6,5,0,32.8571,40.0,6.8095
맥주,무알콜맥주,121,13,67,136.0,97,12,6,5,1,12.3711,17.5258,10.4615
H&B,치약,108,14,38,133.0,81,16,2,5,4,19.7531,25.9259,9.5
양주와인,리쿼,110,15,69,123.0,87,8,4,9,2,9.1954,19.5402,8.2
건강/기호식품,차,89,18,49,110.0,69,13,4,3,0,18.8406,23.1884,6.1111
안주,농산안주,78,10,33,100.0,52,11,4,10,1,21.1538,40.3846,10.0
아이스크림,홈타입,70,5,39,88.0,49,12,4,4,1,24.4898,32.6531,17.6
문구/완구,일반문구,68,22,32,88.0,52,13,3,0,0,25.0,25.0,4.0
간식,샐러드(삭제예정),72,8,37,86.0,51,8,4,8,1,15.6863,31.3725,10.75
조미료/건물,조미료,71,13,22,86.0,41,15,10,5,0,36.5854,48.7805,6.6154
미용/화장품,여성화장품,53,13,21,74.0,36,10,2,5,0,27.7778,41.6667,5.6923
H&B,칫솔,51,10,23,74.0,36,11,0,3,1,30.5556,38.8889,7.4
패션잡화,팬티/내의,58,6,28,73.0,46,6,0,5,1,13.0435,23.913,12.1667
H&B,화장비누/바디클렌저,52,7,28,67.0,42,8,0,1,1,19.0476,21.4286,9.5714
조미료/건물,소스류,56,13,30,64.0,34,7,5,8,2,20.5882,44.1176,4.9231
냉동,신선냉동,46,10,25,63.0,33,10,2,1,0,30.303,33.3333,6.3
조리빵,샐러드모닝랩,54,1,31,63.0,45,6,2,1,0,13.3333,15.5556,63.0
일용잡화,휴대폰/주변기기,41,10,23,49.0,37,4,0,0,0,10.8108,10.8108,4.9
H&B,면도용품,39,6,21,45.0,36,3,0,0,0,8.3333,8.3333,7.5
가정용품,방향제,33,5,19,45.0,23,8,2,0,0,34.7826,34.7826,9.0
H&B,샴푸/린스,46,9,28,45.0,38,3,4,1,0,7.8947,10.5263,5.0
약품/의료품,의료기기,37,4,13,44.0,29,5,2,1,0,17.2414,20.6897,11.0
안주,육포,43,12,21,44.0,30,6,6,1,0,20.0,23.3333,3.6667
