date,가공식품,간식,건강/기호식품,과자,냉동,냉장,디저트,맥주,면,미반,빵,신선,아이스크림,안주,양주와인,유음료,음료,전통주,조리빵,조미료/건물,즉석 식품,즉석음료
2025-01-01,0.6361051883439943,0.1889400921658986,0.5944790739091719,0.039917988723449475,1.0,0.15448230234866028,0.11400651465798045,0.2562178200541059,0.2185541629364369,0.1669277769074103,0.10994828859886728,0.34428678117998507,0.18188227000352486,0.38817480719794345,0.5208405098174302,0.22138888888888889,0.199169589805999,0.5735920492191198,0.14411477013368112,0.9286941580756014,0.31016616044309453,0.06388377846856563
2025-01-02,0.9076048329779673,0.41013824884792627,0.4277827248441674,0.1349685581767493,0.43162393162393164,0.6860734369831294,0.16286644951140064,0.050178898682258485,0.5859444941808415,0.8035406548644838,0.35249938438808176,0.5750560119492159,0.08466690165667959,0.31276778063410454,0.1174646916982432,0.5583333333333333,0.2755673276540912,0.14458116422148604,0.690577111183567,0.8848797250859106,0.3382169019117384,0.07200406014083613
2025-01-03,0.607320540156361,0.5046082949308756,0.7440783615316118,0.18883846528897724,0.5897435897435898,0.739000992391664,0.4042049156055671,0.3499432760275766,0.7414950760966875,0.8171706094313019,0.41061314947057376,0.5571321882001493,0.09911878745153331,0.5904027420736933,0.2793661729245608,0.5834722222222222,0.33303744004581576,0.5179839091339328,0.7280730355396152,0.6855670103092784,0.4186171163123102,0.07917274630463744
2025-01-04,0.6858564321250888,0.3387096774193548,0.771326803205699,0.1561464701396442,0.26495726495726496,0.34419450876612634,0.7882736156351792,0.3678331442534253,0.4995523724261415,0.4193952686824377,0.21053927604038414,0.3726661687826736,0.20225590412407474,0.6118251928020566,0.3723734068205305,0.3905092592592593,0.33068938363519224,0.6433980123047799,0.3218128464297359,0.9115120274914089,0.3339288904770413,0.08393072384698344
2025-01-05,0.664179104477612,0.347926267281106,0.32021371326803205,0.059020615334608506,0.3034188034188034,0.23106185908038374,0.2830915013325437,0.19137795619163975,0.36683079677708147,0.24761084129719568,0.15833538537306083,0.2905153099327857,0.11617906238984843,0.31191088260497,0.23114019979331726,0.2023611111111111,0.14225785668265445,0.3367250354945575,0.24225627649168568,0.8831615120274914,0.1733071288190102,0.022521093700437735
2025-01-06,0.8621179815209666,0.3617511520737327,0.2539626001780944,0.14158196752053406,0.31196581196581197,0.7123718160767449,0.20758069292271247,0.06335631381446898,0.6261190689346464,0.7847407175309415,0.39768529918739226,0.40477968633308437,0.053789213958406766,0.35218508997429304,0.15776782638649672,0.5472222222222223,0.231025842937934,0.12399432087079981,0.7466579719595696,0.8814432989690721,0.3167768447382526,0.0499270443443507
2025-01-07,0.9186211798152096,0.41935483870967744,0.32270703472840606,0.1626848691695108,0.5598290598290598,0.775554085345683,0.20550784720165827,0.07539924949821102,0.6559982094897046,0.8391038696537678,0.41061314947057376,0.5421956684092606,0.062037363412054986,0.34790059982862037,0.19290389252497417,0.5415277777777778,0.25255923831340826,0.2049219119734974,0.7577437235083143,0.872852233676976,0.36644631052349474,0.059569878830171924
2025-01-08,0.908315565031983,0.5599078341013825,0.3319679430097952,0.1601720236532523,0.41452991452991456,0.7853126033741317,0.21557595498963578,0.0916310323762981,0.7096016114592659,0.8336988876703745,0.4198473282442748,0.4817027632561613,0.04659851956291858,0.4267352185089974,0.29486737857388906,0.5454629629629629,0.2466747798697115,0.2243256034074775,0.7156830779263124,0.8917525773195877,0.40146507057352154,0.05500222038951976
2025-01-09,0.9410092395167022,0.5875576036866359,0.35743544078361533,0.172086161847254,0.5811965811965812,0.78514720476348,0.1779686111933669,0.08831486168077493,0.8248657117278424,0.8575904746984176,0.4629401625215464,0.5003734129947722,0.012195981670778991,0.389031705227078,0.29900103341371,0.48189814814814813,0.20425227288997064,0.2728348319924278,0.7675252689925008,0.8599656357388317,0.38377702340539577,0.031719850282306665
2025-01-10,0.8791755508173419,0.4700460829493088,0.6767586821015138,0.19723962044781157,0.5641025641025641,0.6966589480648363,0.23186259994077585,0.34697617593158214,0.7301924798567592,0.8141156196146013,0.43585323811869,0.4690067214339059,0.10567500881212548,0.5158526135389888,0.5029280055115398,0.5686111111111111,0.3051614288782304,0.6126360624704212,0.7411150961851972,0.8470790378006873,0.38484902626407,0.06832455750808857
