week,가공식품,간식,건강/기호식품,과자,냉동,냉장,디저트,맥주,면,미반,빵,신선,아이스크림,안주,양주와인,유음료,음료,전통주,조리빵,조미료/건물,즉석 식품,즉석음료
2025-01-06,0.6734827203240348,0.4864623623921452,0.6572980000764789,0.5107124819962215,0.802863436123348,0.5750617889553421,0.5423117390650835,0.5049747266667487,0.634021760535644,0.5582678836765018,0.37819911144484075,0.4807597677393957,0.19045608977658807,0.6289961311341885,0.38606787445776986,0.5030142742514464,0.37517638321574454,0.7334256192218322,0.5276561522652131,0.6859002169197397,0.5098625224148237,0.1509161229831621
2025-01-13,1.0,0.699196667658435,0.7785553133723376,0.7349843811376517,1.0,0.8441031639718507,0.44168044491206976,0.6246756281437936,0.9059546081134305,0.863426024198684,0.5980643681037899,0.6306465899025686,0.19973231751261197,0.7969863571574017,0.6411712171472315,0.692934667849149,0.47600445599702934,0.9266327186433975,0.8244124743097132,0.9223427331887202,0.6869182819571343,0.18388873696136265
2025-01-20,0.9353237081074018,0.7140731925022314,0.8366792856869718,0.7426460410392622,0.9620044052863436,0.8530837877101296,0.6174658049000451,0.6499612598541403,0.8905203820401733,0.9023455741880705,0.6186513151033519,0.6616474756421612,0.251395037578503,0.7323355732030137,0.5308752232712427,0.7449111026648085,0.5205514296323802,0.9156820091956296,0.8467965329282459,0.8169197396963124,0.7583468533857057,0.20460405516271438
2025-01-27,0.8219768733259293,0.6126152930675394,0.7710986195556575,0.6840537962252857,0.8915198237885462,0.753485651755561,0.6327972343303773,0.6841509758827219,0.8051767428121308,0.7867544045850138,0.5433535656925933,0.6106682413148312,0.26747657778235356,0.8117491345958053,0.554350599642766,0.6863782254318173,0.5055477163015225,0.9480644682849656,0.7348315610758646,0.8811279826464208,0.6746648450175049,0.19975973746923467
2025-02-03,0.7827791206637487,0.45194882475453735,0.4718748805017017,0.53282579824545,0.8094713656387665,0.5506480765239703,0.2514655042837817,0.6369986840648867,0.6398680582906656,0.46706644024623223,0.3371086498550362,0.2915067414624545,0.22267064758570987,0.6952759112197109,0.4218550650676193,0.4855093120486507,0.3526958782027479,0.9874178078805557,0.4590742560986507,0.9162689804772234,0.33272137306805566,0.16048755713560184
2025-02-10,0.9570131312471418,0.7003867896459387,0.6740851210278765,0.7469669478685397,0.9344713656387665,0.8945908722147803,0.36622576281376823,0.6376013085560379,0.909437770775896,0.8616217363617067,0.5805018459420562,0.5777974608798346,0.17306702357664985,0.7444512319283242,0.46465935187547847,0.6715180117403606,0.44071852952098034,0.9360508231571661,0.8045751049950853,0.881995661605206,0.6421740244214841,0.17034222760479745
2025-02-17,0.9046188018553603,0.7307349003272835,0.747390157164162,0.8637436636052449,0.7560572687224669,0.8847235062166292,0.6915677138133173,0.6509451365743872,0.8552456675856637,0.8713542772235194,0.5726383413637027,0.5877374274185612,0.24744157314938742,0.7816127061698228,0.6381092115335545,0.7249250390641496,0.5180932046045302,0.9208730904236911,0.8003306228219105,0.865943600867679,0.669285287336692,0.20198656092510842
2025-02-24,0.9230417456065853,0.6968164236834276,0.7490726932048488,0.7757355829483175,0.8716960352422908,0.8971001641416524,0.5731249060574177,0.6505392874272854,0.8838617565970854,0.8906389301634473,0.6053021296122478,0.5899025686448184,0.21499021929373005,0.805742211362248,0.48373309517734114,0.7249989442121711,0.5007872261418492,0.9306125475849113,0.8114556339916004,0.8429501084598698,0.659593544530783,0.191594718131031
2025-03-03,0.7738942967269876,0.6658732520083308,0.7189400022943673,0.7338770318549971,0.8039647577092511,0.8008414618040488,0.7946790921388848,0.7078255094636642,0.7949980307207563,0.7943536404160475,0.5484638007634065,0.5812420037397894,0.2944095542057037,0.8289554062309102,0.5364889002296505,0.7228820896152709,0.5467768288154474,0.9611657685272161,0.7553837905459745,0.8125813449023861,0.6284689608060797,0.22056295659647615
2025-03-10,0.8251780231266741,0.7158583754834871,0.6399372872930289,0.7523615345766073,0.8392070484581498,0.870592230628455,0.5082669472418457,0.6560981908966806,0.8224694761717212,0.9144449161536828,0.574557286778049,0.6561362070662337,0.2928446412025121,0.7674608022805945,0.4393978055626435,0.7897345749398201,0.5288024507983662,0.8819647006476492,0.828299526405147,0.810412147505423,0.7180001707796089,0.22392272531937335
