category_l,category_m,total_events,unique_products,unique_users,weighted_interest_score,view_count,cart_add_count,cart_remove_count,wishlist_add_count,wishlist_remove_count,cart_add_per_100_views,intent_actions_per_100_views,score_per_product
미반,도시락,23035,45,5184,29067.5,17942,3767,814,367,112,20.9954,23.0409,645.9444
면,용기면,14488,114,3098,18910.0,9873,3230,1068,243,72,32.7155,35.1767,165.8772
과자,젤리류,11791,94,2697,14549.0,10014,1275,59,390,25,12.7322,16.6267,154.7766
양주와인,양주,8968,236,2859,9781.0,8179,330,28,351,68,4.0347,8.3262,41.4449
빵,간식빵,7546,90,2084,9375.0,5453,1086,352,557,98,19.9156,30.1302,104.1667
양주와인,와인,7654,254,2067,8717.0,6715,457,47,368,61,6.8057,12.2859,34.3189
과자,스낵류,6508,165,1838,8583.0,4320,1303,424,412,47,30.162,39.6991,52.0182
디저트,젤리,6237,18,2099,7950.5,4993,909,128,188,18,18.2055,21.9708,441.6944
조리빵,샌드위치,5930,36,1249,7225.0,4312,1054,435,105,24,24.4434,26.8785,200.6944
미반,삼각김밥,4488,26,1041,5835.0,2850,1095,430,81,32,38.4211,41.2632,224.4231
,,4572,12,2034,5618.0,3923,508,7,102,28,12.9493,15.5493,468.1667
미반,김밥,4128,37,975,5141.0,2921,775,288,109,35,26.532,30.2636,138.9459
기타,판촉물,3866,6,2345,5073.5,3209,594,7,45,4,18.5104,19.9127,845.5833
면,봉지면,3608,39,631,4615.0,2338,841,344,61,24,35.9709,38.58,118.3333
음료,탄산음료,3270,81,1018,4541.0,2053,867,256,79,15,42.2309,46.0789,56.0617
과자,비스킷류,3272,138,965,4278.0,2173,726,264,100,9,33.41,38.012,31.0
디저트,냉동디저트,3405,4,1096,4109.0,2638,480,163,106,18,18.1956,22.2138,1027.25
과자,초콜릿,2970,113,1057,3745.0,2206,482,140,124,16,21.8495,27.4705,33.1416
미디어 상품,음반,3017,3,2246,3206.0,2827,104,16,48,16,3.6788,5.3767,1068.6667
양주와인,하이볼,2290,27,631,2844.0,1793,285,58,136,18,15.8951,23.4802,105.3333
가공식품,가공미반류,2086,69,609,2779.0,1442,466,128,37,9,32.3162,34.8821,40.2754
아이스크림,노벨티,2019,101,647,2712.0,1375,445,124,67,8,32.3636,37.2364,26.8515
유음료,가공우유,1802,57,579,2446.5,1168,447,141,41,4,38.2705,41.7808,42.9211
서비스 상품,일반서비스,1900,18,752,2417.5,1525,267,21,64,18,17.5082,21.7049,134.3056
디저트,냉장베이커리,1890,31,770,2287.0,1449,268,95,69,9,18.4955,23.2574,73.7742
과자,캔디류,1709,141,559,2271.0,1171,372,104,50,12,31.7677,36.0376,16.1064
조리빵,햄버거,1850,29,499,2268.0,1303,342,151,48,6,26.2471,29.9309,78.2069
미반,초밥류,1744,16,686,2181.0,1364,264,54,47,15,19.3548,22.8006,136.3125
맥주,국산맥주,1588,37,638,1896.0,1281,175,46,73,11,13.6612,19.3599,51.2432
아이스크림,고급,1557,50,852,1828.0,1280,159,50,63,5,12.4219,17.3438,36.56
맥주,수입맥주,1488,107,607,1779.0,1252,157,30,45,4,12.5399,16.1342,16.6262
냉장,냉장간식,1264,82,423,1598.0,872,251,90,38,13,28.7844,33.1422,19.4878
즉석 식품,즉석치킨(삭제예정),1175,18,304,1563.5,861,235,48,25,5,27.2938,30.1974,86.8611
음료,커피음료,1066,45,291,1553.0,652,316,77,17,4,48.4663,51.0736,34.5111
냉장,냉장간편식,1221,58,505,1473.0,934,172,49,46,20,18.4154,23.3405,25.3966
미반,푸드 간편식,1239,24,469,1455.0,1001,140,43,44,11,13.986,18.3816,60.625
음료,기능성드링크,895,51,317,1264.0,582,233,58,21,1,40.0344,43.6426,24.7843
유음료,컵커피,898,37,228,1187.0,636,198,55,7,2,31.1321,32.2327,32.0811
미디어 상품,잡지,819,1,140,1114.5,635,152,5,17,7,23.937,26.6142,1114.5
유음료,요구르트,799,36,276,1017.0,544,161,60,28,6,29.5956,34.7426,28.25
음료,차음료,749,48,272,1010.0,491,174,48,27,9,35.4379,40.9369,21.0417
유음료,흰우유,608,10,185,897.0,365,187,46,9,1,51.2329,53.6986,89.7
음료,스포츠음료,595,22,222,854.0,366,162,41,23,3,44.2623,50.5464,38.8182
유음료,프로틴 음료,676,25,110,819.0,503,111,45,15,2,22.0676,25.0497,32.76
음료,주스,562,47,203,753.0,367,128,42,23,2,34.8774,41.1444,16.0213
담배,전자담배,549,18,150,643.0,477,49,1,14,8,10.2725,13.2075,35.7222
즉석 식품,즉석치킨,434,25,153,593.5,283,106,27,12,5,37.4558,41.6961,23.74
유음료,두유,433,15,130,583.0,280,105,33,12,3,37.5,41.7857,38.8667
즉석음료,세븐카페,404,2,209,522.0,319,72,13,0,0,22.5705,22.5705,261.0
음료,생수,361,19,130,522.0,229,98,20,11,3,42.7948,47.5983,27.4737
즉석음료,얼음,326,13,85,520.0,187,115,19,4,1,61.4973,63.6364,40.0
전통주,소주,417,36,197,518.0,334,51,9,21,2,15.2695,21.5569,14.3889
전통주,기타전통주,447,95,210,514.0,360,37,9,31,10,10.2778,18.8889,5.4105
문구/완구,일반완구,407,36,144,498.0,342,35,0,27,3,10.2339,18.1287,13.8333
빵,구움과자,357,19,125,493.0,230,90,27,10,0,39.1304,43.4783,25.9474
과자,프로틴/시리얼,340,22,107,446.0,231,75,26,8,0,32.4675,35.9307,20.2727
냉동,냉동만두,349,8,103,433.0,266,58,16,6,3,21.8045,24.0602,54.125
신선,수축산/계란,313,10,100,422.0,215,71,20,7,0,33.0233,36.2791,42.2
신선,과일,303,21,101,401.0,222,56,11,12,2,25.2252,30.6306,19.0952
유음료,냉장주스,304,27,122,400.0,199,66,23,14,2,33.1658,40.201,14.8148
가공식품,상온간편식,313,38,147,397.0,236,52,11,10,4,22.0339,26.2712,10.4474
위생용품,티슈,285,21,115,392.0,203,64,13,5,0,31.5271,33.9901,18.6667
즉석음료,파우치,280,43,65,386.0,190,67,15,6,2,35.2632,38.4211,8.9767
신선,야채,303,27,108,384.0,215,56,16,11,5,26.0465,31.1628,14.2222
위생용품,생리대,303,53,96,374.0,238,45,9,7,4,18.9076,21.8487,7.0566
건강/기호식품,숙취해소제,247,14,83,324.0,172,56,17,1,1,32.5581,33.1395,23.1429
냉동,냉동간편식,273,6,144,315.0,225,27,8,10,3,12.0,16.4444,52.5
안주,생선류,241,11,100,314.0,155,56,21,7,2,36.129,40.6452,28.5455
유음료,기능성우유,217,11,95,287.0,145,46,15,10,1,31.7241,38.6207,26.0909
서비스 상품,기타,245,3,124,283.0,214,25,6,0,0,11.6822,11.6822,94.3333
안주,오징어,207,22,41,264.0,159,33,5,7,3,20.7547,25.1572,12.0
건강/기호식품,건강/이너뷰티,205,14,53,260.0,164,32,6,3,0,19.5122,21.3415,18.5714
음료,전통음료,167,17,69,239.0,106,44,11,6,0,41.5094,47.1698,14.0588
과자,껌,159,29,61,217.0,101,42,14,2,0,41.5842,43.5644,7.4828
냉동,조리냉동,171,17,57,209.0,112,36,17,4,2,32.1429,35.7143,12.2941
건강/기호식품,커피,150,15,46,203.0,102,35,10,3,0,34.3137,37.2549,13.5333
간식,냉장피자,147,13,65,187.0,105,28,8,4,2,26.6667,30.4762,14.3846
가정용품,세제류,134,28,62,178.0,103,25,4,2,0,24.2718,26.2136,6.3571
약품/의료품,의약외품,118,33,49,155.0,91,22,4,1,0,24.1758,25.2747,4.697
가공식품,캔,104,19,30,147.0,59,28,6,7,4,47.4576,59.322,7.7368
안주,스낵안주,117,13,62,145.0,85,17,5,8,2,20.0,29.4118,11.1538
즉석 식품,즉석간식,112,6,47,139.0,84,20,7,1,0,23.8095,25.0,23.1667
패션잡화,팬티/내의,109,10,46,135.0,84,16,2,3,2,19.0476,22.619,13.5
전통주,막걸리,116,18,45,129.0,100,9,4,3,0,9.0,12.0,7.1667
패션잡화,시즌/소품,118,21,40,127.0,100,3,0,11,4,3.0,14.0,6.0476
유음료,유제품,87,9,39,123.0,51,24,8,4,0,47.0588,54.902,13.6667
맥주,무알콜맥주,104,9,50,123.0,81,14,5,3,1,17.284,20.9877,13.6667
안주,너트류,93,22,42,116.0,60,20,7,3,3,33.3333,38.3333,5.2727
H&B,치약,74,10,34,106.0,51,18,3,2,0,35.2941,39.2157,10.6
냉동,신선냉동,69,8,27,97.0,49,17,3,0,0,34.6939,34.6939,12.125
