mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
123101,G)오하요저지우유푸딩115g,디저트,젤리,20032,5937,24783.0,16700,2427,560,2025-03-21,2025-03 하순,14.5329
014387,맛장우전주식비빔밥,미반,도시락,9887,2654,13953.5,6980,2361,145,2025-03-21,2025-03 하순,33.8252
123923,신동엽)블랙서클위스키700ml,양주와인,양주,12898,3235,13270.5,12249,118,398,2025-03-21,2025-03 하순,0.9633
124674,KBO)삼립기아타이거즈호랑이초코롤85g,빵,간식빵,9421,3032,12529.5,6927,1723,401,2025-03-21,2025-03 하순,24.8737
124677,KBO)삼립삼성라이온즈블루베리패스츄리100g,빵,간식빵,5883,2158,8098.0,4124,1212,295,2025-03-21,2025-03 하순,29.3889
124676,KBO)삼립두산베어스곰발바닥꿀빵95g,빵,간식빵,5312,1974,7413.5,3750,1093,284,2025-03-21,2025-03 하순,29.1467
124530,최강록의간장들기름비빔밥,미반,도시락,5201,1561,6993.0,3772,1077,114,2025-03-21,2025-03 하순,28.5525
124684,KBO)삼립한화이글스핫투움바브레드90g,빵,간식빵,4820,1764,6955.0,3255,1116,267,2025-03-21,2025-03 하순,34.2857
124678,KBO)삼립KT위즈빅또리초코바닐라샌드60g,빵,간식빵,4691,1772,6807.0,3163,1095,264,2025-03-21,2025-03 하순,34.619
124675,KBO)삼립LG트윈스쌍둥이딸기샌드99g,빵,간식빵,4275,1584,6362.0,2721,1115,245,2025-03-21,2025-03 하순,40.9776
123618,렌틸콩유부초밥&에그샐러드,미반,초밥류,4457,1711,5707.5,3350,748,157,2025-03-21,2025-03 하순,22.3284
124683,KBO)삼립SSG랜더스소금버터우주선빵85g,빵,간식빵,3166,1296,4794.0,1946,864,204,2025-03-21,2025-03 하순,44.3988
109496, 미쓰이)생초콜릿모찌40g,디저트,냉동디저트,4047,2116,4766.5,3337,440,126,2025-03-21,2025-03 하순,13.1855
