mapped_pos_item_code,mapped_item_name,category_l,category_m,total_events,unique_users,weighted_interest_score,view_count,cart_add_count,wishlist_add_count,first_event_date_in_period,period_label,cart_add_per_100_views
125340,KBO)롯데자이언츠거인단팥빵100g,빵,간식빵,71336,13517,89068.5,57976,9678,1911,2025-05-11,2025-05 중순,16.6931
125435,KBO)롯데자이언츠씨앗호떡빵97g,빵,간식빵,51993,11044,67992.0,39927,8628,1871,2025-05-11,2025-05 중순,21.6094
125469,PB)자이언츠육각꼬깔콘군옥수수맛134g,과자,스낵류,30218,7476,37101.5,24856,3422,1305,2025-05-11,2025-05 중순,13.7673
125468,PB)자이언츠육각꼬깔콘고소한맛134g,과자,스낵류,19730,5341,26205.0,15126,3170,1000,2025-05-11,2025-05 중순,20.9573
125374,PB)자이언츠피카츄냐냐71g,과자,스낵류,11052,4943,12945.5,8893,1269,378,2025-05-11,2025-05 중순,14.2697
123101,G)오하요저지우유푸딩115g,디저트,젤리,8677,2197,11044.0,6982,1254,244,2025-05-11,2025-05 중순,17.9605
105887,롯데)맛장우전주식비빔밥,미반,도시락,2936,1317,4420.0,2112,735,63,2025-05-11,2025-05 중순,34.8011
210294,팔도)짬뽕왕뚜껑,면,용기면,3425,1293,4291.0,2306,752,32,2025-05-11,2025-05 중순,32.6106
125500,김잼작가아이스쿨러백,일용잡화,취미용품,4039,2957,4061.5,3911,1,89,2025-05-11,2025-05 중순,0.0256
014387,맛장우전주식비빔밥,미반,도시락,2926,1160,3953.5,2189,592,44,2025-05-11,2025-05 중순,27.0443
105770,시원)후와토로리치생초콜릿40g,디저트,냉동디저트,2747,1105,3476.0,2026,485,77,2025-05-11,2025-05 중순,23.9388
150143,하겐)컵딸기,아이스크림,고급,2043,909,3158.5,1426,539,64,2025-05-11,2025-05 중순,37.798
191866,5월 와인 구독,,,2298,1024,3018.0,1890,360,32,2025-05-11,2025-05 중순,19.0476
210445,오뚜기)스파게티큰컵,면,용기면,1978,621,2953.0,1280,565,37,2025-05-11,2025-05 중순,44.1406
123923,신동엽)블랙서클위스키700ml,양주와인,양주,2615,996,2657.5,2516,2,77,2025-05-11,2025-05 중순,0.0795
105887,롯데)맛장우맛자랑 전주식비빔밥,미반,도시락,2143,665,2570.0,1601,350,37,2025-05-11,2025-05 중순,21.8613
109496, 미쓰이)생초콜릿모찌40g,디저트,냉동디저트,1956,931,2372.0,1528,276,56,2025-05-11,2025-05 중순,18.0628
132835,PB)#대파열라면큰컵,면,용기면,1678,572,2367.0,1199,393,25,2025-05-11,2025-05 중순,32.7773
192634,지비)앙리마티스앨런스콧쇼비뇽,양주와인,와인,1863,504,2196.5,1601,163,68,2025-05-11,2025-05 중순,10.1811
105742,우진)샤또뽕떼까네19,양주와인,와인,1827,575,2121.0,1513,157,98,2025-05-11,2025-05 중순,10.3767
125569,케이준치킨너겟샐러드165g,미반,샐러드 ,1539,645,2102.5,1109,327,38,2025-05-12,2025-05 중순,29.486
125570,요거트구운단호박샐러드165g,미반,샐러드 ,1449,616,1986.5,1044,317,26,2025-05-12,2025-05 중순,30.364
124560,PB)박은영셰프의유산슬탕면큰컵,면,용기면,1505,610,1827.0,1078,282,16,2025-05-11,2025-05 중순,26.1596
161188,코카)코카콜라제로500ml,음료,탄산음료,1261,506,1777.0,792,353,14,2025-05-11,2025-05 중순,44.5707
125444,히밥)럭히밥울트라면볶이(4인분),면,용기면,1475,469,1752.5,1235,147,54,2025-05-11,2025-05 중순,11.9028
125725,tripleS(트리플에스)-[ASSEMBLE25](Objekt Music Album),미디어 상품,음반,1445,955,1678.5,1290,116,26,2025-05-13,2025-05 중순,8.9922
